lakeid,lakename,year4,daynum,sampledate,standard_taxon_code,group_code,taxon_name,number_per_net,mean_length,mean_individ_biomass,net_efficiency_measured,net_efficiency_mean,abundance_raw,abundance,biomass
L,Paul Lake,1992,184,7/2/92,ASPLG,PROT,Asplanchna sp.,20,0.482,2.576,0.189,0.136313053,282.9421211,2075.678848,0.005346949
L,Paul Lake,1992,184,7/2/92,CCOL,ROT,colonial Conochilus sp.,44,0.145,2.91,NA,0.2166,622.4726663,2873.835025,0.00836286
L,Paul Lake,1992,184,7/2/92,COPD,OCOP,Copepodite,356.5,0.31,0.394,0.143,0.195779392,5043.443308,25760.84882,0.010149774
L,Paul Lake,1992,184,7/2/92,DT-CYV,OCOP,Cyclops varicans rubellus,317,0.47,1.141,NA,0.19556779,4484.632619,22931.34585,0.026164666
L,Paul Lake,1992,184,7/2/92,DPUL,CLAD,Daphnia pulex,22,1.034,7.66,NA,0.143798337,311.2363332,2164.394531,0.016579262
L,Paul Lake,1992,184,7/2/92,DROS,CLAD,Daphnia rosea,46,0.755,3.255,NA,0.143798337,650.7668784,4525.552202,0.014730672
L,Paul Lake,1992,184,7/2/92,FIL,ROT,Filinia longispina,20,0.16,0.053,NA,0.143798337,282.9421211,1967.631392,0.000104284
L,Paul Lake,1992,184,7/2/92,MSBR,ROT,Gastropus hyptopus,198,0.11,0.027,NA,0.143798337,2801.126998,19479.55078,0.000525948
L,Paul Lake,1992,184,7/2/92,HGIB,CLAD,Holopedium gibberum,352,0.953,8.907,0.056,0.181128487,4979.781331,27493.08738,0.244880929
L,Paul Lake,1992,184,7/2/92,KBOST,ROT,Kellicotia bostoniensis,297,0.11,0.004,NA,0.143798337,4201.690498,29219.32618,0.000116877
L,Paul Lake,1992,184,7/2/92,KLONG,ROT,Kellicotia longispina,1544.5,0.13,0.007,NA,0.143798337,21850.2053,151950.3343,0.001063652
L,Paul Lake,1992,184,7/2/92,KCOCH,ROT,Keratella cochlearis,713,0.12,0.003,NA,0.143798337,10086.88662,70146.05913,0.000210438
L,Paul Lake,1992,184,7/2/92,KTAU,ROT,Keratella taurocephala,257.5,0.121,0.004,NA,0.143798337,3642.879809,25333.25418,0.000101333
L,Paul Lake,1992,184,7/2/92,KTEST,ROT,Keratella testudo,20,0.13,0.004,NA,0.143798337,282.9421211,1967.631392,7.87E-06
L,Paul Lake,1992,184,7/2/92,NAUP,OCOP,Nauplii,990,0.169,0.872,0.033,0.184969965,14005.63499,75718.42796,0.066026469
L,Paul Lake,1992,184,7/2/92,ORTH,OCOP,Orthocyclops modestus,218,0.764,3.935,NA,0.19556779,3084.069119,15769.82143,0.062054247
L,Paul Lake,1992,184,7/2/92,PVULG,ROT,Polyarthra vulgaris,435.5,0.14,0.077,NA,0.143798337,6161.064686,42845.17357,0.003299078
L,Paul Lake,1992,184,7/2/92,FDIAPT,OCOP,Skistodiaptomus sp.,950.5,0.839,2.331,NA,0.119340016,13446.8243,112676.5751,0.262649097
L,Paul Lake,1992,184,7/2/92,TCYL,ROT,Trichocerca cylindrica,99,0.322,0.124,NA,0.143798337,1400.563499,9739.775392,0.001207732
E,East Long Lake,1992,188,7/6/92,ASPLG,PROT,Asplanchna sp.,2019.5,0.482,2.576,0.157,0.134,28570.08067,213209.5573,0.54922782
E,East Long Lake,1992,188,7/6/92,BOS,CLAD,Bosmina longirostris,4118.5,0.33,0.913,0.143,0.168996417,58264.85628,344769.7718,0.314774802
E,East Long Lake,1992,188,7/6/92,CDAP,CLAD,Ceriodaphnia,1227.5,0.459,0.84,0.363,0.363,17365.57268,47839.04319,0.040184796
E,East Long Lake,1992,188,7/6/92,CCOL,ROT,colonial Conochilus sp.,257,0.145,2.91,NA,0.204166667,3635.806256,17808.03064,0.051821369
E,East Long Lake,1992,188,7/6/92,COPD,OCOP,Copepodite,39.5,0.281,0.307,0.168,0.160443139,558.8106891,3482.920442,0.001069257
E,East Long Lake,1992,188,7/6/92,DPUL,CLAD,Daphnia pulex,84,1.07,8.404,NA,0.306834664,1188.356908,3872.955205,0.032548316
E,East Long Lake,1992,188,7/6/92,DROS,CLAD,Daphnia rosea,44,0.724,2.899,NA,0.306834664,622.4726663,2028.690822,0.005881175
E,East Long Lake,1992,188,7/6/92,FIL,ROT,Filinia longispina,158.5,0.16,0.053,NA,0.306834664,2242.316309,7307.897619,0.000387319
E,East Long Lake,1992,188,7/6/92,MSBR,ROT,Gastropus hyptopus,475,0.11,0.027,NA,0.306834664,6719.875375,21900.63955,0.000591317
E,East Long Lake,1992,188,7/6/92,GSTYL,ROT,Gastropus stylifer,39.5,0.1,0.02,NA,0.306834664,558.8106891,1821.211079,3.64E-05
E,East Long Lake,1992,188,7/6/92,KBOST,ROT,Kellicotia bostoniensis,8276.5,0.11,0.004,NA,0.306834664,117088.5232,381601.3542,0.001526405
E,East Long Lake,1992,188,7/6/92,KCOCH,ROT,Keratella cochlearis,1307,0.12,0.003,NA,0.306834664,18490.26761,60261.33872,0.000180784
E,East Long Lake,1992,188,7/6/92,KTAU,ROT,Keratella taurocephala,633.5,0.121,0.004,NA,0.306834664,8962.191684,29208.53717,0.000116834
E,East Long Lake,1992,188,7/6/92,NAUP,OCOP,Nauplii,198,0.201,0.947,0.112,0.165807564,2801.126998,16893.84325,0.01599847
E,East Long Lake,1992,188,7/6/92,ORTH,OCOP,Orthocyclops modestus,158.5,0.673,2.852,NA,0.306834664,2242.316309,7307.897619,0.020842124
E,East Long Lake,1992,188,7/6/92,PVULG,ROT,Polyarthra vulgaris,4237,0.14,0.077,NA,0.306834664,59941.28834,195353.7048,0.015042235
E,East Long Lake,1992,188,7/6/92,TMULT,ROT,Trichocerca multicrinis,1505,0.161,0.068,NA,0.306834664,21291.39461,69390.44742,0.00471855
W,West Long Lake,1992,189,7/7/92,ASPLG,PROT,Asplanchna sp.,99,0.482,2.576,0.102,0.118267296,1400.563499,11842.35668,0.030505911
W,West Long Lake,1992,189,7/7/92,CCOL,ROT,colonial Conochilus sp.,285,0.145,2.91,NA,0.204166667,4031.925225,19748.20518,0.057467277
W,West Long Lake,1992,189,7/7/92,COPD,OCOP,Copepodite,1722.5,0.332,0.468,0.069,0.27118722,24368.39018,89858.1806,0.042053629
W,West Long Lake,1992,189,7/7/92,DT-CYV,OCOP,Cyclops varicans rubellus,495,0.533,1.568,NA,0.53507272,7002.817496,13087.59956,0.020521356
W,West Long Lake,1992,189,7/7/92,DPUL,CLAD,Daphnia pulex,148.5,1.129,9.732,NA,0.196538807,2100.845249,10689.21337,0.104027425
W,West Long Lake,1992,189,7/7/92,DROS,CLAD,Daphnia rosea,83.5,1.184,11.058,NA,0.196538807,1181.283355,6010.433107,0.066463369
W,West Long Lake,1992,189,7/7/92,MSBR,ROT,Gastropus hyptopus,4613.5,0.11,0.027,NA,0.196538807,65267.67377,332085.4268,0.008966307
W,West Long Lake,1992,189,7/7/92,KBOST,ROT,Kellicotia bostoniensis,1683,0.11,0.004,NA,0.196538807,23809.57949,121144.4182,0.000484578
W,West Long Lake,1992,189,7/7/92,KCOCH,ROT,Keratella cochlearis,515,0.12,0.003,NA,0.196538807,7285.759617,37070.33593,0.000111211
W,West Long Lake,1992,189,7/7/92,KTAU,ROT,Keratella taurocephala,39.5,0.121,0.004,NA,0.196538807,558.8106891,2843.258775,1.14E-05
W,West Long Lake,1992,189,7/7/92,NAUP,OCOP,Nauplii,3861,0.192,0.927,0.099,0.17878298,54621.97647,305521.1215,0.28321808
W,West Long Lake,1992,189,7/7/92,ORTH,OCOP,Orthocyclops modestus,1940.5,0.777,4.113,NA,0.53507272,27452.4593,51306.03422,0.211021719
W,West Long Lake,1992,189,7/7/92,GPLOES,ROT,Ploesoma sp.,653.5,0.121,0.027,NA,0.196538807,9245.133805,47039.73695,0.001270073
W,West Long Lake,1992,189,7/7/92,PVULG,ROT,Polyarthra vulgaris,673,0.14,0.077,NA,0.196538807,9521.002373,48443.37103,0.00373014
W,West Long Lake,1992,189,7/7/92,TMULT,ROT,Trichocerca multicrinis,20,0.161,0.068,NA,0.196538807,282.9421211,1439.624696,9.79E-05
R,Peter Lake,1992,190,7/8/92,ASPLG,PROT,Asplanchna sp.,158.5,0.482,2.576,0.044,0.125464151,2242.316309,17872.1674,0.046038703
R,Peter Lake,1992,190,7/8/92,BOS,CLAD,Bosmina longirostris,317,0.308,0.767,0.014,0.173873146,4484.632619,25792.55464,0.019782889
R,Peter Lake,1992,190,7/8/92,COPD,OCOP,Copepodite,970,0.287,0.324,0.043,0.172107014,13722.69287,79733.48984,0.025833651
R,Peter Lake,1992,190,7/8/92,DT-CYV,OCOP,Cyclops varicans rubellus,1485,0.511,1.411,NA,0.239530296,21008.45249,87706.86986,0.123754393
R,Peter Lake,1992,190,7/8/92,EPSH,CCOP,Epischura lacustris,2,1.809,13.26,NA,0.092263018,28.29421211,306.6690503,0.004066432
R,Peter Lake,1992,190,7/8/92,FIL,ROT,Filinia longispina,1366,0.16,0.053,NA,0.177230056,19324.94687,109038.7673,0.005779055
R,Peter Lake,1992,190,7/8/92,MSBR,ROT,Gastropus hyptopus,1069,0.11,0.027,NA,0.177230056,15123.25637,85331.21688,0.002303943
R,Peter Lake,1992,190,7/8/92,GSTYL,ROT,Gastropus stylifer,6217,0.1,0.02,NA,0.177230056,87952.55833,496262.0911,0.009925242
R,Peter Lake,1992,190,7/8/92,KBOST,ROT,Kellicotia bostoniensis,732.5,0.11,0.004,NA,0.177230056,10362.75518,58470.64206,0.000233883
R,Peter Lake,1992,190,7/8/92,KLONG,ROT,Kellicotia longispina,99,0.13,0.007,NA,0.177230056,1400.563499,7902.516812,5.53E-05
R,Peter Lake,1992,190,7/8/92,KCOCH,ROT,Keratella cochlearis,2594,0.12,0.003,NA,0.177230056,36697.5931,207061.9051,0.000621186
R,Peter Lake,1992,190,7/8/92,KTAU,ROT,Keratella taurocephala,59.5,0.121,0.004,NA,0.177230056,841.7528101,4749.492427,1.90E-05
R,Peter Lake,1992,190,7/8/92,KTEST,ROT,Keratella testudo,20,0.13,0.004,NA,0.177230056,282.9421211,1596.468043,6.39E-06
R,Peter Lake,1992,190,7/8/92,NAUP,OCOP,Nauplii,2099,0.221,0.99,0.034,0.143749886,29694.7756,206572.5162,0.204506791
R,Peter Lake,1992,190,7/8/92,ORTH,OCOP,Orthocyclops modestus,99,0.864,5.395,NA,0.239530296,1400.563499,5847.124657,0.031545238
R,Peter Lake,1992,190,7/8/92,GPLOES,ROT,Ploesoma sp.,416,0.121,0.027,NA,0.177230056,5885.196118,33206.53529,0.000896576
R,Peter Lake,1992,190,7/8/92,PVULG,ROT,Polyarthra vulgaris,752.5,0.14,0.077,NA,0.177230056,10645.6973,60067.11011,0.004625167
R,Peter Lake,1992,190,7/8/92,FDIAPT,OCOP,Skistodiaptomus sp.,20,1.085,4.173,NA,0.168478539,282.9421211,1679.39562,0.007008118
R,Peter Lake,1992,190,7/8/92,SYNCH,ROT,Synchaeta sp.,20,0.161,0.05,NA,0.177230056,282.9421211,1596.468043,7.98E-05
R,Peter Lake,1992,190,7/8/92,TCYL,ROT,Trichocerca cylindrica,2356,0.322,0.124,NA,0.177230056,33330.58186,188063.9354,0.023319928
L,Paul Lake,1992,191,7/9/92,FCHYD,CLAD,Alona,2,0.724,6.641,NA,1.096,28.29421211,25.81588696,0.000171443
L,Paul Lake,1992,191,7/9/92,ASPLG,PROT,Asplanchna sp.,20,0.482,2.576,0.189,0.136313053,282.9421211,2075.678848,0.005346949
L,Paul Lake,1992,191,7/9/92,CCOL,ROT,colonial Conochilus sp.,366,0.145,2.91,NA,0.2166,5177.840815,23905.08225,0.069563789
L,Paul Lake,1992,191,7/9/92,COPD,OCOP,Copepodite,1584,0.287,0.324,0.143,0.195779392,22409.01599,114460.5457,0.037085217
L,Paul Lake,1992,191,7/9/92,DT-CYV,OCOP,Cyclops varicans rubellus,1208,0.603,2.152,NA,0.19556779,17089.70411,87385.06556,0.188052661
L,Paul Lake,1992,191,7/9/92,DPUL,CLAD,Daphnia pulex,20,1.073,8.474,NA,0.143798337,282.9421211,1967.631392,0.016673708
L,Paul Lake,1992,191,7/9/92,DROS,CLAD,Daphnia rosea,41,0.68,2.444,NA,0.143798337,580.0313482,4033.644354,0.009858227
L,Paul Lake,1992,191,7/9/92,FIL,ROT,Filinia longispina,198,0.16,0.053,NA,0.143798337,2801.126998,19479.55078,0.001032416
L,Paul Lake,1992,191,7/9/92,MSBR,ROT,Gastropus hyptopus,812,0.11,0.027,NA,0.143798337,11487.45011,79885.83453,0.002156918
L,Paul Lake,1992,191,7/9/92,HGIB,CLAD,Holopedium gibberum,578,1.137,12.901,0.056,0.181128487,8177.027298,45144.89917,0.582414344
L,Paul Lake,1992,191,7/9/92,KBOST,ROT,Kellicotia bostoniensis,594,0.11,0.004,NA,0.143798337,8403.380995,58438.65235,0.000233755
L,Paul Lake,1992,191,7/9/92,KLONG,ROT,Kellicotia longispina,2712.5,0.13,0.007,NA,0.143798337,38374.02517,266860.0076,0.00186802
L,Paul Lake,1992,191,7/9/92,KCOCH,ROT,Keratella cochlearis,950.5,0.12,0.003,NA,0.143798337,13446.8243,93511.68192,0.000280535
L,Paul Lake,1992,191,7/9/92,KTAU,ROT,Keratella taurocephala,257.5,0.121,0.004,NA,0.143798337,3642.879809,25333.25418,0.000101333
L,Paul Lake,1992,191,7/9/92,KTEST,ROT,Keratella testudo,20,0.13,0.004,NA,0.143798337,282.9421211,1967.631392,7.87E-06
L,Paul Lake,1992,191,7/9/92,LEC,ROT,Lecane sp.,20,0.101,0.002,NA,0.143798337,282.9421211,1967.631392,3.94E-06
L,Paul Lake,1992,191,7/9/92,NAUP,OCOP,Nauplii,2633.5,0.17,0.875,0.033,0.184969965,37256.40379,201418.6667,0.176241333
L,Paul Lake,1992,191,7/9/92,ORTH,OCOP,Orthocyclops modestus,633.5,0.858,5.288,NA,0.19556779,8962.191684,45826.52238,0.24233065
L,Paul Lake,1992,191,7/9/92,PVULG,ROT,Polyarthra vulgaris,416,0.14,0.077,NA,0.143798337,5885.196118,40926.73296,0.003151358
L,Paul Lake,1992,191,7/9/92,FDIAPT,OCOP,Skistodiaptomus sp.,1604,0.809,2.146,NA,0.119340016,22691.95811,190145.425,0.408052082
L,Paul Lake,1992,191,7/9/92,TCYL,ROT,Trichocerca cylindrica,237.5,0.322,0.124,NA,0.143798337,3359.937687,23365.62278,0.002897337
E,East Long Lake,1992,195,7/13/92,ASPLG,PROT,Asplanchna sp.,918.5,0.482,2.576,0.157,0.134,12994.11691,96971.02171,0.249797352
E,East Long Lake,1992,195,7/13/92,BOS,CLAD,Bosmina longirostris,602,0.446,1.951,0.143,0.168996417,8516.557844,50394.9017,0.098320453
E,East Long Lake,1992,195,7/13/92,CDAP,CLAD,Ceriodaphnia,2122.5,0.438,0.739,0.363,0.363,30027.2326,82719.64903,0.061129821
E,East Long Lake,1992,195,7/13/92,CCOL,ROT,colonial Conochilus sp.,219,0.145,2.91,NA,0.204166667,3098.216226,15174.93661,0.044159066
E,East Long Lake,1992,195,7/13/92,COPD,OCOP,Copepodite,63.5,0.295,0.346,0.168,0.160443139,898.3412343,5599.125267,0.001937297
E,East Long Lake,1992,195,7/13/92,DPUL,CLAD,Daphnia pulex,12,0.965,6.341,NA,0.306834664,169.7652726,553.279315,0.003508344
E,East Long Lake,1992,195,7/13/92,DROS,CLAD,Daphnia rosea,68,0.605,1.785,NA,0.306834664,962.0032116,3135.249452,0.00559642
E,East Long Lake,1992,195,7/13/92,MSBR,ROT,Gastropus hyptopus,752.5,0.11,0.027,NA,0.306834664,10645.6973,34695.22371,0.000936771
E,East Long Lake,1992,195,7/13/92,KBOST,ROT,Kellicotia bostoniensis,7856.5,0.11,0.004,NA,0.306834664,111146.7387,362236.5782,0.001448946
E,East Long Lake,1992,195,7/13/92,KCOCH,ROT,Keratella cochlearis,792,0.12,0.003,NA,0.306834664,11204.50799,36516.43479,0.000109549
E,East Long Lake,1992,195,7/13/92,KTAU,ROT,Keratella taurocephala,253.5,0.121,0.004,NA,0.306834664,3586.291384,11688.02553,4.68E-05
E,East Long Lake,1992,195,7/13/92,NAUP,OCOP,Nauplii,31.5,0.188,0.917,0.112,0.165807564,445.6338407,2687.656881,0.002464581
E,East Long Lake,1992,195,7/13/92,ORTH,OCOP,Orthocyclops modestus,31.5,0.683,2.962,NA,0.306834664,445.6338407,1452.358202,0.004301885
E,East Long Lake,1992,195,7/13/92,PVULG,ROT,Polyarthra vulgaris,3548,0.14,0.077,NA,0.306834664,50193.93227,163586.2508,0.012596141
E,East Long Lake,1992,195,7/13/92,TCYL,ROT,Trichocerca cylindrica,63.5,0.322,0.124,NA,0.306834664,898.3412343,2927.769708,0.000363043
E,East Long Lake,1992,195,7/13/92,TMULT,ROT,Trichocerca multicrinis,412,0.161,0.068,NA,0.306834664,5828.607694,18995.92315,0.001291723
W,West Long Lake,1992,196,7/14/92,FCHYD,CLAD,Alona,2,0.442,1.911,NA,0.196538807,28.29421211,143.9624696,0.000275112
W,West Long Lake,1992,196,7/14/92,AEUC,ROT,Ascomorpha ecaudis,20,0.16,0.049,NA,0.196538807,282.9421211,1439.624696,7.05E-05
W,West Long Lake,1992,196,7/14/92,ASPLG,PROT,Asplanchna sp.,317,0.482,2.576,0.102,0.118267296,4484.632619,37919.46534,0.097680543
W,West Long Lake,1992,196,7/14/92,BOS,CLAD,Bosmina longirostris,20,0.261,0.505,NA,0.224588808,282.9421211,1259.822887,0.000636211
W,West Long Lake,1992,196,7/14/92,CCOL,ROT,colonial Conochilus sp.,277,0.145,2.91,NA,0.204166667,3918.748377,19193.8696,0.055854161
W,West Long Lake,1992,196,7/14/92,COPD,OCOP,Copepodite,1089,0.299,0.358,0.069,0.27118722,15406.19849,56810.19372,0.020338049
W,West Long Lake,1992,196,7/14/92,DT-CYV,OCOP,Cyclops varicans rubellus,713,0.623,2.34,NA,0.53507272,10086.88662,18851.43128,0.044112349
W,West Long Lake,1992,196,7/14/92,DPUL,CLAD,Daphnia pulex,40,1.343,15.58,NA,0.196538807,565.8842421,2879.249393,0.044858706
W,West Long Lake,1992,196,7/14/92,DROS,CLAD,Daphnia rosea,64,0.962,6.296,NA,0.196538807,905.4147874,4606.799028,0.029004407
W,West Long Lake,1992,196,7/14/92,MSBR,ROT,Gastropus hyptopus,5247,0.11,0.027,NA,0.196538807,74229.86546,377685.5391,0.01019751
W,West Long Lake,1992,196,7/14/92,GSTYL,ROT,Gastropus stylifer,39.5,0.1,0.02,NA,0.196538807,558.8106891,2843.258775,5.69E-05
W,West Long Lake,1992,196,7/14/92,KBOST,ROT,Kellicotia bostoniensis,1366,0.11,0.004,NA,0.196538807,19324.94687,98326.36676,0.000393305
W,West Long Lake,1992,196,7/14/92,KCOCH,ROT,Keratella cochlearis,831.5,0.12,0.003,NA,0.196538807,11763.31868,59852.39675,0.000179557
W,West Long Lake,1992,196,7/14/92,KTAU,ROT,Keratella taurocephala,99,0.121,0.004,NA,0.196538807,1400.563499,7126.142247,2.85E-05
W,West Long Lake,1992,196,7/14/92,NAUP,OCOP,Nauplii,1267,0.19,0.921,0.099,0.17878298,17924.38337,100257.7729,0.092337409
W,West Long Lake,1992,196,7/14/92,ORTH,OCOP,Orthocyclops modestus,1564,0.889,5.804,NA,0.53507272,22126.07387,41351.52668,0.240004261
W,West Long Lake,1992,196,7/14/92,GPLOES,ROT,Ploesoma sp.,1445.5,0.121,0.027,NA,0.196538807,20449.6418,104048.8749,0.00280932
W,West Long Lake,1992,196,7/14/92,PVULG,ROT,Polyarthra vulgaris,534.5,0.14,0.077,NA,0.196538807,7561.628185,38473.97001,0.002962496
W,West Long Lake,1992,196,7/14/92,TMULT,ROT,Trichocerca multicrinis,20,0.161,0.068,NA,0.196538807,282.9421211,1439.624696,9.79E-05
R,Peter Lake,1992,197,7/15/92,ASPLG,PROT,Asplanchna sp.,277,0.482,2.576,0.044,0.125464151,3918.748377,31234.00864,0.080458806
R,Peter Lake,1992,197,7/15/92,BOS,CLAD,Bosmina longirostris,79,0.296,0.695,0.014,0.173873146,1117.621378,6427.797529,0.004467319
R,Peter Lake,1992,197,7/15/92,COPD,OCOP,Copepodite,1980,0.291,0.336,0.043,0.172107014,28011.26998,162754.9586,0.054685666
R,Peter Lake,1992,197,7/15/92,DT-CYV,OCOP,Cyclops varicans rubellus,2336.5,0.533,1.568,NA,0.239530296,33054.71329,137998.0481,0.216380939
R,Peter Lake,1992,197,7/15/92,FIL,ROT,Filinia longispina,317,0.16,0.053,NA,0.177230056,4484.632619,25304.01848,0.001341113
R,Peter Lake,1992,197,7/15/92,MSBR,ROT,Gastropus hyptopus,633.5,0.11,0.027,NA,0.177230056,8962.191684,50568.12525,0.001365339
R,Peter Lake,1992,197,7/15/92,GSTYL,ROT,Gastropus stylifer,1069,0.1,0.02,NA,0.177230056,15123.25637,85331.21688,0.001706624
R,Peter Lake,1992,197,7/15/92,KBOST,ROT,Kellicotia bostoniensis,396,0.11,0.004,NA,0.177230056,5602.253997,31610.06725,0.00012644
R,Peter Lake,1992,197,7/15/92,KLONG,ROT,Kellicotia longispina,198,0.13,0.007,NA,0.177230056,2801.126998,15805.03362,0.000110635
R,Peter Lake,1992,197,7/15/92,KCOCH,ROT,Keratella cochlearis,3881,0.12,0.003,NA,0.177230056,54904.91859,309794.6237,0.000929384
R,Peter Lake,1992,197,7/15/92,KTAU,ROT,Keratella taurocephala,119,0.121,0.004,NA,0.177230056,1683.50562,9498.984854,3.80E-05
R,Peter Lake,1992,197,7/15/92,NAUP,OCOP,Nauplii,990,0.17,0.875,0.034,0.143749886,14005.63499,97430.58171,0.085251759
R,Peter Lake,1992,197,7/15/92,ORTH,OCOP,Orthocyclops modestus,317,1.061,9.112,NA,0.239530296,4484.632619,18722.61128,0.170600434
R,Peter Lake,1992,197,7/15/92,GPLOES,ROT,Ploesoma sp.,277,0.121,0.027,NA,0.177230056,3918.748377,22111.08239,0.000596999
R,Peter Lake,1992,197,7/15/92,PVULG,ROT,Polyarthra vulgaris,356.5,0.14,0.077,NA,0.177230056,5043.443308,28457.04286,0.002191192
R,Peter Lake,1992,197,7/15/92,SCRYS,CLAD,Sida crystallina,4,1.327,14.477,NA,NA,56.58842421,NA,NA
R,Peter Lake,1992,197,7/15/92,TCYL,ROT,Trichocerca cylindrica,4593.5,0.322,0.124,NA,0.177230056,64984.73165,366668.7977,0.045466931
L,Paul Lake,1992,198,7/16/92,ASPLG,PROT,Asplanchna sp.,20,0.482,2.576,0.189,0.136313053,282.9421211,2075.678848,0.005346949
L,Paul Lake,1992,198,7/16/92,CCOL,ROT,colonial Conochilus sp.,297,0.145,2.91,NA,0.2166,4201.690498,19398.38642,0.056449304
L,Paul Lake,1992,198,7/16/92,COPD,OCOP,Copepodite,1821.5,0.276,0.292,0.143,0.195779392,25768.95367,131622.4015,0.038433741
L,Paul Lake,1992,198,7/16/92,DT-CYV,OCOP,Cyclops varicans rubellus,772,0.505,1.371,NA,0.19556779,10921.56587,55845.42269,0.076564075
L,Paul Lake,1992,198,7/16/92,DPUL,CLAD,Daphnia pulex,32,1.063,8.249,NA,0.143798337,452.7073937,3148.210228,0.025969586
L,Paul Lake,1992,198,7/16/92,DROS,CLAD,Daphnia rosea,32,0.774,3.48,NA,0.143798337,452.7073937,3148.210228,0.010955772
L,Paul Lake,1992,198,7/16/92,FIL,ROT,Filinia longispina,614,0.16,0.053,NA,0.143798337,8686.323116,60406.28374,0.003201533
L,Paul Lake,1992,198,7/16/92,MSBR,ROT,Gastropus hyptopus,911,0.11,0.027,NA,0.143798337,12888.01361,89625.60992,0.002419891
L,Paul Lake,1992,198,7/16/92,GSTYL,ROT,Gastropus stylifer,20,0.1,0.02,NA,0.143798337,282.9421211,1967.631392,3.94E-05
L,Paul Lake,1992,198,7/16/92,HGIB,CLAD,Holopedium gibberum,158,1.351,18.538,0.056,0.181128487,2235.242756,12340.64718,0.228770917
L,Paul Lake,1992,198,7/16/92,KBOST,ROT,Kellicotia bostoniensis,1089,0.11,0.004,NA,0.143798337,15406.19849,107137.5293,0.00042855
L,Paul Lake,1992,198,7/16/92,KLONG,ROT,Kellicotia longispina,1425.5,0.13,0.007,NA,0.143798337,20166.69968,140242.9275,0.0009817
L,Paul Lake,1992,198,7/16/92,KCOCH,ROT,Keratella cochlearis,1845,0.12,0.003,NA,0.143798337,26101.41067,181513.9959,0.000544542
L,Paul Lake,1992,198,7/16/92,KTAU,ROT,Keratella taurocephala,336.5,0.121,0.004,NA,0.143798337,4760.501187,33105.39817,0.000132422
L,Paul Lake,1992,198,7/16/92,KTEST,ROT,Keratella testudo,39.5,0.13,0.004,NA,0.143798337,558.8106891,3886.072,1.55E-05
L,Paul Lake,1992,198,7/16/92,NAUP,OCOP,Nauplii,3683,0.178,0.894,0.033,0.184969965,52103.79159,281687.8487,0.251828937
L,Paul Lake,1992,198,7/16/92,ORTH,OCOP,Orthocyclops modestus,515,0.884,5.721,NA,0.19556779,7285.759617,37254.39467,0.213132392
L,Paul Lake,1992,198,7/16/92,PVULG,ROT,Polyarthra vulgaris,752.5,0.14,0.077,NA,0.143798337,10645.6973,74032.13113,0.005700474
L,Paul Lake,1992,198,7/16/92,FDIAPT,OCOP,Skistodiaptomus sp.,990,0.853,2.42,NA,0.119340016,14005.63499,117359.084,0.284008983
L,Paul Lake,1992,198,7/16/92,TCYL,ROT,Trichocerca cylindrica,812,0.322,0.124,NA,0.143798337,11487.45011,79885.83453,0.009905843
E,East Long Lake,1992,202,7/20/92,ASPLG,PROT,Asplanchna sp.,475,0.482,2.576,0.157,0.134,6719.875375,50148.32369,0.129182082
E,East Long Lake,1992,202,7/20/92,BOS,CLAD,Bosmina longirostris,396,0.362,1.15,0.143,0.168996417,5602.253997,33150.13467,0.038122655
E,East Long Lake,1992,202,7/20/92,CDAP,CLAD,Ceriodaphnia,2217.5,0.348,0.397,0.363,0.363,31371.20767,86422.0597,0.034309558
E,East Long Lake,1992,202,7/20/92,CCOL,ROT,colonial Conochilus sp.,119,0.145,2.91,NA,0.204166667,1683.50562,8245.741814,0.023995109
E,East Long Lake,1992,202,7/20/92,DPUL,CLAD,Daphnia pulex,106.5,0.835,4.287,NA,0.306834664,1506.666795,4910.353921,0.021050687
E,East Long Lake,1992,202,7/20/92,DROS,CLAD,Daphnia rosea,125.5,0.648,2.145,NA,0.306834664,1775.46181,5786.379503,0.012411784
E,East Long Lake,1992,202,7/20/92,MSBR,ROT,Gastropus hyptopus,79,0.11,0.027,NA,0.306834664,1117.621378,3642.422157,9.83E-05
E,East Long Lake,1992,202,7/20/92,KBOST,ROT,Kellicotia bostoniensis,2930.5,0.11,0.004,NA,0.306834664,41458.09429,135115.4194,0.000540462
E,East Long Lake,1992,202,7/20/92,KCOCH,ROT,Keratella cochlearis,554.5,0.12,0.003,NA,0.306834664,7844.570306,25566.11501,7.67E-05
E,East Long Lake,1992,202,7/20/92,KTAU,ROT,Keratella taurocephala,581.5,0.121,0.004,NA,0.306834664,8226.54217,26810.99347,0.000107244
E,East Long Lake,1992,202,7/20/92,ORTH,OCOP,Orthocyclops modestus,4,0.884,5.721,NA,0.306834664,56.58842421,184.4264383,0.001055104
E,East Long Lake,1992,202,7/20/92,PVULG,ROT,Polyarthra vulgaris,1980,0.14,0.077,NA,0.306834664,28011.26998,91291.08697,0.007029414
E,East Long Lake,1992,202,7/20/92,TMULT,ROT,Trichocerca multicrinis,554.5,0.161,0.068,NA,0.306834664,7844.570306,25566.11501,0.001738496
W,West Long Lake,1992,203,7/21/92,ASPLG,PROT,Asplanchna sp.,158.5,0.482,2.576,0.102,0.118267296,2242.316309,18959.73267,0.048840271
